movie_title,review
Joe's Apartment (1996),"Miles McGee
2 months ago
Campy but clever. Lots of fun hidden jokes and jabs at America, hilarious songs, almost a prediction of where we're going
Was this review helpful to you?
Helpful
Unhelpful"
Joe's Apartment (1996),"Josh Phillips
8 months ago
Grew up watching this odd comedy, the music is catchy, jokes are silly and a little outdated but that's ok, the set design is incredible I feel like im really in a disgusting, smelly, cluttered and roach infested apartment, I'd watch this over and over
1 person found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Matt B.
9 months ago
Only movie I ever walked out of before it was over! We all walked out after the first 15 mins. I hate even giving 1 star!!!
Was this review helpful to you?
Helpful
Unhelpful"
Joe's Apartment (1996),"Yusuf Catalano
a year ago
I found it hard to watch. And I grew up in the lower east side. Yes we had roaches but wow. That is a nightmare.
Was this review helpful to you?
Helpful
Unhelpful"
Joe's Apartment (1996),"Elliott Hill
4 years ago
This move made me clean my room every day when I was a little kid watching this move
13 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Homer Simpson
4 years ago
it’s bad and unfunny and every second of that movie makes me want to die. It is trash and do not watch this movie.
1 person found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"White Rappers Worst Enemy
9 months ago
I feel depressed watching this. Makes me feel i'm trapped in a tiny apartment due to me being near a computer all day.
1 person found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Betty Marlowe
a year ago
This movie is funny i watched many years ago but i would watch it again
6 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"G M
2 years ago
Say what ya want bout the movie.. but I'm giving these reviews, positive and negative, 5 stars
7 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Instinctiveking Comte
4 years ago
Movie is hilarious and if anyone else hates it they are straight up haters
17 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Sharena Wright
3 years ago
I LOVE THIS MOVIE...LOL..I HATE ROACHES BUT THIS MOVIE IS HILARIOUS
12 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Petunia Williams
9 months ago
You either enjoy it or you don't, the musical is great though.
5 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"rylgimpromocode for roblox
4 years ago
i love Joe's Apartment
10 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Jaiden Miller
9 months ago
noice noice noice
5 people found this helpful.
Helpful
Unhelpful"
Joe's Apartment (1996),"Anna Patterson
9 months ago
Great fun even if you hate roaches.
4 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Matt Greene
9 months ago
In one scene, a shirtless Mickey Rourke brings a stolen baby to a gladiator-esque arena, sits him amongst dozens of miniature crosses that are rigged as mines, then releases a tiger for Jean-Claude Van Damme to fight, all before Dennis Rodman jumps a motorcycle from the stands in order to save the day… This. Movie. Rules. It's not irony; I really enjoy it, on a baser, lizard brain level (manipulative emotions, big visual gestures, crazy action, jokes so dumb they actually work). It plain makes m ...MORE
17 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Ben MacArthur
3 years ago
With perhaps his worse haircut since Hard Target, JCVD gives his best performance to date. Basketball pun after basketball pun, multiple infants put into mortal danger during gun/karate/tiger fights, a secret society of ""dead"" assassins debating about mysterious incidents involving North Korea that has nothing to do with the rest of the plot, a knife fight involving feet, this movie has it all. 10/10.
8 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Werk Galaxy
2 years ago
It's a good movie. Good writing, filmography, direction, it have a well organized pacing.
Some acting in it is a bit odd but overall an enjoyable watch.

Aged quite well especially due to the fact that there are lots of idiotic movies spammed on daily basis for the past 15 years ...
3 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Garett Nelson
4 months ago
Double Team delivers exhilarating action and entertainment. Jean Claude Van Damme showcases his prowess as an action movie star, captivating viewers with his immersive performance on screen. Additionally, the appearance of basketball legend Dennis Rodman adds an extra layer of excitement, bringing his unique charisma to the big screen.
1 person found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Anshul Jain
2 years ago
Just an awesome movie. Don’t go by rotten tomatoes reviews. For JCVD fans like me, this movie is a treat!
Action wise really awesome and the ending is really wonderful with the tiger and mines combo. Super , must watch movie ..!
3 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Seniko Usenia
9 months ago
~GREAT EXCITEMENT,
High Energy, Multiple Sequences...
Equal To The Subsequent Released That
Year, 'FACE/OFF' In JUNE, On Less Than
Half The Budget, With More Explosions, A
Live Wild Animal, And CONTACT Fighting!

~You Won't Be Wasting ""ANY"" Of Your Time
By Pinning Yourself To This Movie, (Probably
Released 10 Years Too Soon) Would've Been
An Excellent Release 2007 Instead, For Sure!
1 person found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Darth Crÿst / soundcloud
9 months ago
Tigers 🐅,  Rodman and Rourke..OHH MY!!!  Grenades in baby nursery and Coca-Cola vending machine bomb shelters..lmao, This my friends is what entertained us in the 90s. Once all these CGI and gender appropriated roles and empowerment movies play themselves out, you'll find yourself coming back to these old classics for a good time 😉
2 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"DANA CARLOS
9 months ago
watch this movie really gave me magnificent chillzzz i love it so so so much it has its own place deep in my heart.
1 person found this helpful.
Helpful
Unhelpful"
Double Team (1997),"James F Manning
11 months ago
This is the definition of a 90'S action movie, fighting, shootouts, explosions. Jean Claude Van Damme, Dennis Rodman, Mickey Rourke are highly entertaining.
1 person found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Royal Tiger
4 months ago
So bad. Terrible dialog, worse acting, ridiculous situations. Van Dam made some truly dreadful movies, but this is the worst. It deserves 0 stars.
Was this review helpful to you?
Helpful
Unhelpful"
Double Team (1997),"Sayyed Hasani
9 months ago
Beautiful movie is double team. I propose it for action & martial arts movie lovers.
1 person found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Brandon Beard
a year ago
Great action packed movie, A van Damme classic in my opinion.
2 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Kevin Morgan
4 years ago
Fantastic film I loved every second of it.
2 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"jorge gonzales
2 years ago
Good movie nice action in the movie
2 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Prentice “Buttsaplenty” Hughes
9 months ago
I like when Black Slushie man sky dived in a basket ball
2 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"anthony carnes
3 years ago
Offense gets the glory, but defense wins the game.
4 people found this helpful.
Helpful
Unhelpful"
Double Team (1997),"Thomas Brooks
9 months ago
It was alright.
Was this review helpful to you?
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Ehlet Baltazar
2 months ago
I watched this film so many years ago in my 20s when I dont have much appreciation of movie as an art. Watching it now with an open mind and I suppose with more maturity, I noticed there's hardly a dull moment in any of the scenes, it's a fast paced action movie that you won't want to leave your seat or miss the excitement. There's also plenty of subtle humour. The only mistake in this movie was being branded and titled as sequel to the original Speed movie. If taken in its own merit, the movie  ...MORE
1 person found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Damian Boyce
8 months ago
Beautiful and fiesty Sandra Bullock reprises her role from the original ""Speed"", this time alongside Jason Patric (original ""Speed"" Star Keanu Reeves didn't want to return for the sequal). This time the action takes place on A Cruise Ship where Sandra Bullock and her new boyfriend are on Holiday. Unfortunately when a madman takes over the Ship and sets it on a collision course with an Oil Tanker their Holiday comes to an abrupt end. It's fair to say ""Speed 2"" was rubbished by critics and by fan' ...MORE
10 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Leslie Westover
3 months ago
My husband and I liked this movie on a level 5. We liked it better than the first one by far!
I think the movie was romantic, action packed, cute comedy parts, fun realistic like effects and I liked the special ship wreck effects at the end! 
Sandra Bullock was the prettiest I've ever seen her, and her boy friend Jason in it was good looking and a good actor! Best speed movie! I'd buy the movie!
Was this review helpful to you?
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Brit nec
5 years ago
I actually really liked this film. No its not top notch writing but I liked it More then the first even. Yes there are a Lot of ""that would never happen"" moments but its fun and entertaining and I think a Lot of people just over think movies and don't just enjoy them.  I was entertained and that's good enough for me
25 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Devito 1993
a year ago
I watched this movie as a kid in 2002 and fell in love with it. Yes the scripting is poor but for me, it's more of a comedy. It is a little similar to James Cameron's Titanic (1997 aswell. Ironic) in the sense that Annie had to go and save Alex who was trapped in a burning mall while the ship was on route to disaster. Like how Rose went to go and save Jack who was also trapped in the Titanic as it was about to sink.

Girlfriend's forever rescuing their Boyfriend's in ship movies.
5 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Joel Bansode
4 years ago
It's a fun adventure to watch. Although the plot is poor, you will still enjoy the adventure it has to offer on the ship. I watched this as a child and again as an adult, I still like this film. It is funny and at the same time adventurous. Should watch it once as a funny film.
9 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Michelle McCool
a year ago
I was afraid to watch it because of the bad reviews, but I didn't think it was a bad as people said. Movies are for entertainment, not to be picked at by everything. Might not be the best sequel to the first Speed, but the action part and funny moments were good I thought. I'm happy it didn't turn out to be awful.
3 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Celery Smith
2 years ago
An eloquently written, directed, and cast movie at 2x speed, just as the name would suggest (naturally). William Dafoe's hair was particularly incredible. A movie expert also chimed in about the brilliant reappearance of ""dreadlock guy"".
2 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Mark Kulig
a year ago
I don't normally rate movies bad, and this movie was decent until the crash scene. Taking what felt like 10 minutes of a cruise ship crashing, I hope this movie lost money when it came out. There's so many bad movies that I would rather watch than this, so glad this is my first and last time watching this.
1 person found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Amy G
5 years ago
It's not that bad with a good cocktail in your hand. I say sit bad and relax, just don't worry about it, and enjoy the ride for what it is. That's my 2 cents.
3 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Jackie J
4 years ago
Absolutely good movie idk why it has bad reviews, I just watched it right now with my father and we both love it! Good action movie
6 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Roxie Wright
10 months ago
If you like watching adventure, love, blood,guns, lotsss of bombs you would like .
Why really really as 13yrs because I have been on 7or8 🛳⚓️ And also good older sister or brother someone different time to watch together.
Was this review helpful to you?
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"john king
9 months ago
The worst movie I've seen it was painful too watch , quite pathetic actually,  I was on a flight which had this movie on , if I wasn't able to avoid watching it I would have jumped from 30,000 ft without a parachute it was that bad . One star is really over rating it .
7 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Donell Clemons
9 months ago
This movie is only decent if you havent seen the original speed. It gets an additional star because of the villain. I would only recommend watching this movie if your are under the influence of alcohol.
6 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Marissa Bible Osemeke
4 years ago
so theres a part in the movie where the bad guy has a gun pointed at sandra bullock and the other guy is in the water, and there is a random 3rd man standing behind the bad guy watching everything happen with no interference..Just saying....he could have helped with the situation like pushed the guy down or something its like so many people in this movie just wait to be attacked
2 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Reshma Iyer
9 months ago
Thanks for the update and for the record I have a sus can you please send me the address and I'll be there at your house at Cafeteria and vent in my name but it will take rest maybe I will get the information to see it's blue is the host of other things to do in the morning and I will be there at your
2 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"John Lawrence
9 months ago
Another great film. A lot to live up to after Speed 1..really good, does not disappoint..5 star for me
Was this review helpful to you?
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Ol1verT
9 months ago
Really good movie! im joking it was trash! I know it is bad because i have never watched it! IT IS POOOOOOOOOOOOOOOO
1 person found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Alexandra Brambila Santamaria
9 months ago
HELPO IDK WHAT YOU GUYS ARE SAYING BRAAAHHHH THIS MOVIE WAS RLLY GOOD YES THE PLOT WAS A BIT CONFUSING AND OUT OF NO WHERE BUT IT TAKES A TRUE FAN TO UNDERSTAND ITTTTT
1 person found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"HighVoltage Shock
3 years ago
With Willem Dafoe’s bizarre, cartoonish performance hamming it up, SPEED 2 is an unabashedly inferior follow-up to the 1994 classic. Where’s Keanu Reeves when you need him… especially when Sandra Bullock’s character is ungodly annoying??
3 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Benjamin Chyzyk
4 years ago
Sandra Bullock willem dafoe Both talented artists The best action movie seen in theaters The best director it’s amazing enjoy your movie
2 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"George Doherty
5 years ago
I am a Sandra Bullock fan. And she could star in a black and white film of Drying Paint and I would give her 110 out of 100.
Yes I like Sandra.
6 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Jason M Dickinson
a year ago
I remember watching this one on tv and yes I hated every minute of it 
The story and plot is boring you a side characters that you really don't care about at all
4 people found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"Christopher Cory
a year ago
Speed 2 movie

Unlike the original speed, 
A vacation and on the cruise ship
Fun different veraition of people
Comic and fun action film

Would be fun if they have the complete trilogy for speed III
1 person found this helpful.
Helpful
Unhelpful"
Speed 2: Cruise Control (1997),"A vJ
a year ago
The AVJ - After the hugely successful first Speed 1994 movie, I decided not to spoil it for The Kidzzz and show them this. Life's to short.
1 person found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Jonathon L
9 months ago
The film is a reasonable thriller . It has some twists and turns . It has a good music score. It does hold you until the final reel where you find out who the killer is. Stone and Baldwin are good in their respective roles. Test audiences hated the original ending which led to not only a different ending being shot but the identity of the killer changed too .The film makes less sense as a result of these changes .
10 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"hello hi
2 years ago
A tiny spoiler: 
Movies like this have so much potential but aren’t executed with the right characters correctly. The main guy who did everything and killed all the women wasn’t a big character and we didn’t really know him well. It would have been better if we knew him better and didn’t suspect him from the very beginning because that’s what made it obvious and gave it away. The movie from the start was a mix of everything, and the ending was unexpected, a big twist.
9 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"vinod Sharma
4 years ago
Hollywood Hall of Fame Sharon Stone made great films.Basic Instinct,Total Recall,Casino,Specialist,Cat Woman & Sliver.This film is directed by well known Phillip Noyce with 19 films to his credit.William Baldwin plays roll of a psychopath Villain.A sex mania,Voyeurist,insane killer.His plan flops with smart beautiful Sharon.She is the hero who at the end shoots him down.Erotic thriller is worth seeing after 25 years.Film begins with lusty song from Enigma.One character lady returns with blue bum ...MORE
20 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Manoj Kumar
6 years ago
I will certainly recommend this movie because nicely crafted a thriller without an over drama. Engaging - too the point - and realistic character. Sex scenes are also a thumbs up.
6 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"HighVoltage Shock
4 years ago
It may have been nothing more than a shameless cash-grab following the success of Sharon Stone's BASIC INSTINCT, but SLIVER is nevertheless a dark and flavorful erotic potboiler with three great stars and several plot twists that'll knock you out by the end of the picture.
6 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Maria Arriaza
3 years ago
This movie it’s great to see it with ur boyfriend or girlfriend. I just love the couple Sharon and William did an amazing job.
3 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Rishi Kalpa Mukherjee
4 months ago
The ending would have been great. Sharon Stone nailed the character but there is no scene of terrifying suspense and thriller. The opening song really attractive and seductive. The film should have been great with more suspense and killing.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Sherry Hough
9 months ago
It's ok. I've seen better and worse. I do like Sharon Stone. The scene in the restaurant is the best.
3 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Rudra Rishi
3 years ago
Excellent movie, Sharon Stone is outstanding. Very well made movie. Baldwin acted very well so did others
1 person found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Vesselinka Slavov
9 months ago
Very much liked the actors and their performance.
Did not get the plot quite. 
Going to look it up...
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"kuppannan maruthachalam
9 months ago
The movie is a  fast moving thriller on the deaths of the residents at the New York apartment.Sharon Stone 
is impressive in her role of catching the murderer and bringing an to end to the serial killings.
2 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Wayne Shields
4 years ago
Lots of young Sharon Stone getting nekkid? Yes please. You could have worse times at the movies. 😂
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"David Jr Salom
9 months ago
It is definitely a good movie to watch but they should have consulted a gun expert.
Any variation of that Walther pistol is not capable of firing 16 shots
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Muhammad Aqib
4 years ago
I recommend it! Good plot and good performance of Sharon Stone as always
3 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Raul Marin
a year ago
As a reviewer mentioned, nowhere near as good as Basic Instincts.  You can pass on this one, unless you have time to waste.  Weak disappointing ending.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Mili Reich
4 years ago
I recommend it! Good plot and good performance of Sharon Stone as always.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Pablo Jose
9 months ago
I thought this movie was pretty freaking boring and the acting subpar from Stone, Baldwin and Berenger. If you cannot sleep this movie should cure that insomnia.
2 people found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Ivy Ilagan
a year ago
It was made 1993, have some opportunities, but the total movie is a good to watch, if ur a fan of erotic thriller.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Kay Shank
3 years ago
Sliver was exciting and terrifying.  You certainly weren't bored!
1 person found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Frank Hawthorne
4 years ago
An at-times promising Sharon Stone vehicle, this steamy (secret peep-show-killer) thriller, set in a luxury NYC high-rise, falls flat with some lame plot twists, plus a bad performance from Tom Berenger.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Kristy Kendrick
9 months ago
this movie is hella of good movie
i recommend people to to watch it
1 person found this helpful.
Helpful
Unhelpful"
Sliver (1993),"Kawser Fëår
3 years ago
Pro
----+
👍Sharon Stone
👍Mystery
👍Very Puzzle
👍Basic instinct afterlife
👍Terrifying
👍116 million box office that's good
👍Acting good
👍Erotic
👍Mature Content

Con
-----(-)
Can't find one

✍️Final Verdict:- ""9.9/10""
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"James Muri
9 months ago
Irrational and illogical.  2 stars for the cast's dogged efforts to salvage the script.  Otherwise 1 star.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"Satish Bendigiri. (Satish)
9 months ago
Clueless Director. William Baldwin is expert only in one thing. Fu....ing Stone. An ordinary thriller.
Was this review helpful to you?
Helpful
Unhelpful"
Sliver (1993),"KB
a year ago
It was ok, not the best thriller. Watch if there's absolutely nothing else on.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Dale Risher
3 years ago
The story of an orphaned kid and his best friend, a dragon named Elliot. Overall the story is good and kept me engaged throughout. I remember watching this movie on repeat when I was little. The acting is mediocre at best, with the exception of Mickey Rooney who does an amazing job as usual. The villain actors also did a good job playing over the top villains. The special effects don’t hold up to today’s standards. I know that is tough when comparing a movie from the 70’s, but Elliot is animated ...MORE
2 people found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Meredith Toich
4 years ago
Words can't even begin to describe how much I adore this movie, this has been one of the biggest movies of my childhood that I have ever had the complete pleasure of growing up with. Everything about this movie I adore so much, the characters, the songs, the musical score, the story, the feelings, the DRAGON, everything. I even have Elliott the dragon tattooed onto my right arm in the very style he had in this movie, nothing will ever take this dragon's place in my heart. Nothing! Not Now! Not E ...MORE
5 people found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Lillian Baumhower
2 years ago
My children loved this movie and so did I.  It makes you laugh and smile. Shelly gives a great performance.  I bet they had a blast making this movie.  Always liked Red Buttons and Mickey Rooney who is such a versatile actor.  After watching this you go around the house singing “we got a bill of sale right here”.
1 person found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Brady Leeds
8 months ago
Just a Shout of About 7 months at the Time being Star Wars Came out in May of 1977 And After they made The Many Adventures Of Winnie The Pooh and The Rescuers Disney Released This Particular classic without Walt Disney’s touch Like with Mary Poppins it’s not the same but This film originally started out as an idea for a television special on the wonderful world of Disney My Dad saw this when he graduated from High School It’s rather unfortunate even now even in the old days Children lose their f ...MORE
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Michael Decker
11 months ago
My mamaw forced me to watch this movie when I was teeny tiny. Apparently it was my dad and aunts favorite movie growing up. It’s a good movie, mostly giving it such a high rating for sentimental value, but it’s definitely worth watching!
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Blaine Knutson
9 months ago
A nice movie for kids from back in the day. Falls Cinema in Black River Falls has a promotion for this movie in an upper window it is damaged from the wetness that place has been closed for a while. For reasons not related to Covid 19.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Jared Griffiths
a year ago
A great, heartwarming, fun and classic Disney film. Dr. Terminus is my favourite character and Jim Dale did a great job playing him. This is a great film for all ages.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Caleb Rice
4 years ago
I love this movie .I am 14 now and I had it on VHS tapes. When they made the remake I hated it. I thought they ruined it but I still love the original
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"McKenna Curtis
3 years ago
I'm not crazy about this movie; the plot is really lame and most of the songs stink! However, the only good thing about this movie is the song ""Candle on the Water"", this song is the most beautiful thing I've ever heard.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Tyler Benney
3 years ago
It’s a classic Disney movie, with amazing songs. It’s amazing how they did so much with what they had.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Cherryann Guest
4 years ago
I love this film, reminds me spending time with my family while growing up so many happy memories.
3 people found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Toni M. Croft
9 months ago
One of Disney best movie I've got my grandson and great niece watching now and loving it.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Derpy Popo
4 years ago
I rate this movie a 6/10. Wasn't the worst, or the best. Kinda boring sometimes though.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Jasmine Hemmings
4 years ago
Pete's Dragon is another charming blend of live-action and anmiation (although only the Dragon is animated, but still)
1 person found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Minnie Moo Moo
3 years ago
It's a classic old movie, filled with pointless songs. For it's time it was good for the animation but wow just terrible.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Rosemary Armstrong
3 years ago
Great stars, wonderful music. Lots of fun.
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Danielle Godwin
a year ago
I loved it when I was a kid, even better as an adult!
Was this review helpful to you?
Helpful
Unhelpful"
Pete's Dragon (1977),"Crystal Pistey-Lyhne
9 months ago
I ❤ This Movie & The Remake in 2016😍😻😁🎶🐉
1 person found this helpful.
Helpful
Unhelpful"
Pete's Dragon (1977),"Eva C2605-STU
9 months ago
Childhood nostalgia and really good songs
Was this review helpful to you?
Helpful
Unhelpful"
"Thin Line Between Love and Hate, A (1996)","Vivian Pickering
3 years ago
For the first time in my life I watched this the other night on Netflix. I had heard so much about it over the years but never had the chance to see it for myself. I enjoy Martin Lawrence as an comedic actor and have seen him endure both the challenge of television and movies, successfully. So when I got to finally see this it was as fresh to me, as it’s release date. It’s sad how the posted critic’s review, from back in 1996, seems to look at things. I’m sure, most sure, he was one of us, (a Wh ...MORE
11 people found this helpful.
Helpful
Unhelpful"
"Thin Line Between Love and Hate, A (1996)","u idiot
9 months ago
ok soo to start , i liked the movie. so don't start reading if you either haven't watched the movie or just don't like it. even though this movie is pretty old and people probably aren't reading reviews of this movie nomore, i'll still write mine.

 to me , i feel like she wasn't completely wrong. i feel like she was just fed up but then again of course she was doing some wrong stuff. neither of them were right for what they did lol. darnell was wrong for doing what he did to brandi (making it s ...MORE
9 people found this helpful.
Helpful
Unhelpful"
